"City","Year","Period","n_obs","n_obs_RG","n_taxa","n_users","n_obs_all","taxa"
"Nashville, Tennessee, USA",2018,"before",1,0,1,1,118,"121176"
"Nashville, Tennessee, USA",2018,"during",7,1,3,6,1678,"49490 54734 54294 119778"
"Nashville, Tennessee, USA",2019,"before",2,0,2,2,1131,"320843 155091"
"Nashville, Tennessee, USA",2019,"during",7,2,4,5,2363,"69430 227252 117867 54735 119778 49490"
"Nashville, Tennessee, USA",2019,"after",1,0,1,1,810,"155091"
"Nashville, Tennessee, USA",2020,"before",1,0,1,1,546,"151767"
"Nashville, Tennessee, USA",2020,"during",19,6,12,10,2650,"148365 121176 155091 227252 49490 119778 123348 117865 117867 182631 194681 117943 69211 175893 151767"
"Nashville, Tennessee, USA",2020,"after",1,0,1,1,736,"67747"
"Nashville, Tennessee, USA",2021,"before",3,0,2,3,883,"151767 117943 117951"
"Nashville, Tennessee, USA",2021,"during",10,0,7,9,1588,"54607 121176 182631 120384 117943 69430 117867"
"Nashville, Tennessee, USA",2022,"before",6,3,5,4,845,"119669 119778 49490 151767 155091 121176"
"Nashville, Tennessee, USA",2022,"during",16,1,11,8,2257,"54734 117867 54294 180500 463344 155091 148365 69436 117892 117943 462122 227252 121176"
"Nashville, Tennessee, USA",2022,"after",1,0,1,1,1053,"117943"
"New Orleans, Louisiana, USA",2019,"during",2,2,1,2,851,"464189"
"New Orleans, Louisiana, USA",2020,"before",1,0,1,1,492,"117951"
"New Orleans, Louisiana, USA",2020,"during",1,1,1,1,609,"464189"
"New Orleans, Louisiana, USA",2021,"before",4,3,2,2,1118,"464189 155091"
"New Orleans, Louisiana, USA",2021,"during",2,1,2,2,1459,"464189 155091"
"New Orleans, Louisiana, USA",2021,"after",1,0,1,1,478,"117942"
"New Orleans, Louisiana, USA",2022,"before",3,1,3,3,611,"155091 117892 464189"
"New Orleans, Louisiana, USA",2022,"during",6,1,5,4,1485,"464189 117942 227252 222950 117874"
"New Orleans, Louisiana, USA",2022,"after",1,1,1,1,402,"464189"
"New York City, New York, USA",2018,"before",25,23,12,2,831,"155090 60729 60711 463344 154184 54734 550161 69430 117943 49490 200925 230419 151767"
"New York City, New York, USA",2018,"during",199,89,20,61,21224,"69430 124439 344442 228063 155090 200925 55576 117887 117943 532146 462951 154184 49490 532533 175047 550161 151767 69468 117951 54734 229443 155091 462868"
"New York City, New York, USA",2018,"after",4,2,4,4,1649,"117943 228063 200925 151767"
"New York City, New York, USA",2019,"before",5,3,5,4,1316,"155090 532533 632126 154184 182631"
"New York City, New York, USA",2019,"during",314,104,28,45,25775,"69430 117943 200925 54734 155090 182631 151767 117887 233685 464233 155092 344442 117951 154184 117938 125773 49490 155091 532533 155094 69211 182656 463344 50252 69468 632126 550161 182455 60729 146939 532146 155095 117925 174748 175438 222950"
"New York City, New York, USA",2019,"after",1,0,1,1,1791,"117887"
"New York City, New York, USA",2020,"before",84,38,8,4,1618,"69468 117887 117951 69430 462785 463071 344442 200925 155091 117943 54734"
"New York City, New York, USA",2020,"during",219,87,12,20,7648,"117887 69430 154184 200925 344442 182713 174748 48325 117943 155090 151767 69468 179037 155091 233685"
"New York City, New York, USA",2020,"after",9,4,6,4,1972,"69430 154184 462951 532533 228062 200925"
"New York City, New York, USA",2021,"before",41,5,10,13,4156,"532533 463305 155095 228063 155090 69430 200925 532698 117943 117887 151767 60709 117951"
"New York City, New York, USA",2021,"during",220,65,28,43,19565,"155094 117887 532146 119669 49490 460246 179037 125773 200925 69430 117943 155090 463344 69436 117951 117867 54734 155091 151767 117938 50252 148365 154184 233685 124439 209662 344442 182656 227661 399803 228062 462951 174748 123348 69211"
"New York City, New York, USA",2021,"after",17,5,10,9,3119,"117943 151767 155090 54734 55576 174748 148365 200925 54757 69430 222950"
"New York City, New York, USA",2022,"before",12,4,6,7,2677,"155092 117943 69468 463344 154184 117887 69430 205689"
"New York City, New York, USA",2022,"during",224,48,37,40,16495,"155092 60709 155090 55576 200925 151767 117943 69468 222950 209662 69430 182455 532146 60724 532533 50252 227661 117951 117887 154184 117867 463071 49490 182656 194679 203713 125754 155093 59954 117950 229443 182713 69211 175433 125773 460246 155091 69436 205689 54734 155094 464002 228062 182631 155497 233685 320843"
"New York City, New York, USA",2022,"after",13,0,10,9,3883,"201430 228062 182613 69430 67747 203897 154184 200925 155090 60709 117943"
"North Carolina Coastal Plain, North Carolina, USA",2020,"before",1,0,1,1,537,"67747"
"North Carolina Coastal Plain, North Carolina, USA",2020,"during",38,9,18,15,4067,"49490 119669 205689 460246 175758 463344 67747 121176 217116 322661 59954 48325 117867 182713 182657 117943 180467 125632 117422 155091 203800 182675"
"North Carolina Coastal Plain, North Carolina, USA",2020,"after",4,1,2,2,1040,"119778 227252 49490"
"North Carolina Coastal Plain, North Carolina, USA",2021,"before",7,0,7,6,1380,"121176 322661 460246 69728 710073 227252 119778"
"North Carolina Coastal Plain, North Carolina, USA",2021,"during",12,3,8,6,2576,"117942 49490 119669 463678 121176 117867 119778 322661 117943 180467"
"North Carolina Coastal Plain, North Carolina, USA",2021,"after",3,0,3,3,1215,"49490 117867 117943"
"North Carolina Coastal Plain, North Carolina, USA",2022,"before",4,0,4,4,1352,"218573 119778 55553 48325"
"North Carolina Coastal Plain, North Carolina, USA",2022,"during",19,0,9,12,4026,"182631 463678 67747 464189 182713 322661 227252 117867 182679 49490 117987 48325"
"North Carolina Coastal Plain, North Carolina, USA",2022,"after",2,0,2,2,1064,"117874 117992"
"North East England, UK",2019,"during",40,10,23,16,3076,"117943 228059 69207 55576 223123 222838 54734 117887 207988 125773 124439 54735 123175 155093 222860 179037 49488 223257 194686 230642 182682 54758 179720 117971 54294 49490"
"North East England, UK",2020,"during",76,45,20,19,5300,"55576 229765 222833 124439 54758 54734 49490 632126 223123 154184 69468 54735 117899 222956 48325 117943 123175 54757 182631 182455 117860 54294 630835 50252 119888 127051"
"North East England, UK",2021,"during",34,15,8,9,2185,"54734 123175 55576 182631 205689 49490 54294 180500 223045 179037 54735"
"North East England, UK",2021,"after",1,0,1,1,504,"49490"
"North East England, UK",2022,"before",3,2,3,3,650,"55576 123175 154184"
"North East England, UK",2022,"during",58,32,20,15,4060,"55576 117963 119888 49490 117874 123175 54734 54735 205689 119666 217100 127092 119778 1080564 179037 54758 117860 180500 54294 127119 223123 50252 154184"
"North East England, UK",2022,"after",5,3,4,2,315,"127208 48325 119888 55576"
"North Taiwan, Taiwan",2020,"before",1,0,1,1,3880,"182631"
"North Taiwan, Taiwan",2020,"during",1,0,1,1,12126,"175845"
"North Taiwan, Taiwan",2021,"during",6,0,3,5,23041,"117943 176035 117992"
"North Taiwan, Taiwan",2022,"before",3,0,3,3,3117,"218571 125773 69468"
"North Taiwan, Taiwan",2022,"during",41,2,23,9,12151,"49490 205081 229702 117943 117987 218571 175247 175758 205689 228066 175845 123391 125773 117945 117901 175972 217148 463071 117938 182613 50252 222950 117992 132205 117859 122660 630829 217100"
"North Taiwan, Taiwan",2022,"after",1,1,1,1,1550,"227235"
"Northeast Tennessee, Tennessee, USA",2020,"during",3,1,3,3,1171,"155091 49490 59954"
"Northeast Tennessee, Tennessee, USA",2021,"before",3,0,3,3,631,"813872 49490 69430"
"Northeast Tennessee, Tennessee, USA",2021,"during",11,6,8,8,3531,"203684 59954 119669 67747 182631 148365 460246 117943"
"Northeast Tennessee, Tennessee, USA",2021,"after",3,0,3,3,745,"117943 121176 119778"
"Northeast Tennessee, Tennessee, USA",2022,"before",1,0,1,1,373,"121176"
"Northeast Tennessee, Tennessee, USA",2022,"during",10,2,8,6,3331,"67747 182679 59954 182631 117892 119669 155093 49488 203800"
"Northeast Tennessee, Tennessee, USA",2022,"after",5,1,4,2,614,"117887 182646 69211 59954"
"Northern Colorado, Colorado, USA",2019,"during",4,2,3,3,2012,"532267 117951 344442"
"Northern Colorado, Colorado, USA",2020,"during",7,2,5,3,961,"182679 532267 632126 60724 212280 67747"
"Northern Colorado, Colorado, USA",2020,"after",4,0,4,3,431,"182461 205431 49490 182502"
"Northern Colorado, Colorado, USA",2022,"before",5,1,5,3,236,"117932 182508 532267 175859 182455"
"Northern Colorado, Colorado, USA",2022,"during",2,1,1,2,661,"532540"
"Northern Colorado, Colorado, USA",2022,"after",1,1,1,1,654,"182508"
"Nottingham, Nottinghamshire, UK",2020,"during",9,4,6,6,2713,"175944 54758 55576 182631 223123 54757 117887"
"Nottingham, Nottinghamshire, UK",2021,"during",15,7,9,4,2777,"54735 69430 55576 124439 54734 223123 222835 69211 54294 632126"
"Nottingham, Nottinghamshire, UK",2022,"during",10,6,6,6,2938,"632126 55576 124439 223123 222838 69211"
"Oahu, Hawaii, USA",2020,"during",2,0,2,2,461,"67747 57807"
"Oahu, Hawaii, USA",2021,"during",3,1,2,2,1095,"57807 67747"
"Oahu, Hawaii, USA",2021,"after",2,0,2,1,426,"48325 117943"
"Oahu, Hawaii, USA",2022,"during",8,1,6,6,1580,"117943 117942 57807 148365 194681 1020955 117951 117887"
"Okanagan Valley, British Columbia, Canada",2022,"before",10,1,8,6,830,"59968 182508 194736 123230 54734 182679 54613 532267 121208"
"Okanagan Valley, British Columbia, Canada",2022,"during",40,10,17,14,2610,"49488 55576 123230 60724 532707 67747 532267 49490 54294 125052 123894 117971 54613 117886 117945 123175 120384 155094 532755 117874 54623 54734 182679"
"Okanagan Valley, British Columbia, Canada",2022,"after",22,3,13,11,1480,"1019864 123894 117926 54613 54317 54294 49490 126626 194736 48711 182439 60724 175170 54623 54734 154565"
"Omaha Metro Area, Nebraska, USA",2018,"during",13,10,3,8,2001,"69430 200925 155090 69468"
"Omaha Metro Area, Nebraska, USA",2019,"during",1,1,1,1,1895,"69430"
"Omaha Metro Area, Nebraska, USA",2020,"during",5,1,2,5,1902,"69430 117887"
"Omaha Metro Area, Nebraska, USA",2020,"after",2,0,2,1,684,"69430 155090"
"Omaha Metro Area, Nebraska, USA",2021,"during",1,0,1,1,739,"69430"
"Omaha Metro Area, Nebraska, USA",2021,"after",1,0,1,1,170,"344442"
"Omaha Metro Area, Nebraska, USA",2022,"during",8,4,6,4,934,"182652 55553 117943 200925 69430 344442"
"Orange County, California, USA",2020,"during",7,0,7,3,4037,"123230 212280 532755 218461 69468 49490 182455"
"Orange County, California, USA",2021,"before",1,0,1,1,1493,"182455"
"Orange County, California, USA",2021,"during",7,1,6,6,3461,"147234 155094 60724 212280 117943 55576 117951"
"Orange County, California, USA",2022,"before",30,2,20,12,4633,"69430 461455 117887 175944 203087 60724 154107 212280 146939 463824 218461 632126 532146 146938 463825 54623 148365 154250 117938 232383 55576"
"Orlando, Florida, USA",2021,"before",1,1,1,1,432,"464189"
"Orlando, Florida, USA",2021,"during",7,4,5,3,1521,"217116 460246 121176 155091 182631"
"Orlando, Florida, USA",2021,"after",4,1,2,1,846,"48325 117892"
"Orlando, Florida, USA",2022,"before",1,0,1,1,649,"710073"
"Orlando, Florida, USA",2022,"during",16,7,6,9,3666,"464189 322661 460246 67747 182631 49490 462848"
"Orlando, Florida, USA",2022,"after",1,1,1,1,666,"464189"
"Ōtautahi/Christchurch, Canterbury, New Zealand",2019,"before",2,0,2,2,147,"48325 117867"
"Ōtautahi/Christchurch, Canterbury, New Zealand",2019,"during",469,220,137,78,17581,"355336 890875 117951 125773 381014 117865 69214 512794 512789 502881 402657 117900 117925 463837 117901 345005 486322 117887 502882 407667 1232362 400303 55576 473041 54735 403786 355352 69211 217296 203090 182554 403378 355335 405265 400959 120448 175179 227995 463344 404836 117867 223453 232383 222835 415652 888223 223257 123348 67747 229442 69207 404856 407045 463838 117945 117913 399503 182455 864330 407058 369677 117958 403856 117942 402274 405262 404816 404818 411151 179037 405725 410752 400311 406763 60724 888277 229759 406325 123114 404862 224514 154184 119888 49490 55553 406188 124439 355322 48325 355354 217270 380997 402282 125754 864236 222062 446985 404153 408333 175972 405268 405329 179761 69430 54294 123457 69730 409221 118252 123678 405296 117943 175426 446986 318589 222936 403832 197141 194681 117938 405311 228666 480027 400812 407517 406271 55247 217100 50252 403493 203089 405544 174748 182558 1424333 411156 123894 118245 406219 182679 406442 122660 217148 148365 319389 117425 222053 54757 117990 182631 117892 175440 83475 632126 406259 227391 203800 223432 355337 117971 117962 117899 404737 69163 463984"
"Ōtautahi/Christchurch, Canterbury, New Zealand",2019,"after",37,19,26,3,449,"890875 55576 406442 355337 117942 355346 117892 228666 127119 232383 318589 405357 355354 1040929 222936 405536 222062 117925 118252 60724 67747 50252 355335 229759 55553 355352 119888"
"Ōtautahi/Christchurch, Canterbury, New Zealand",2020,"before",43,8,31,6,737,"122660 117865 175426 401975 125754 117958 403086 405725 117925 127119 222930 409221 123348 55576 124439 55553 209662 48325 502154 182679 463344 182631 60724 355352 1019864 194681 405329 117938 119888 179761 54758 49490"
"Ōtautahi/Christchurch, Canterbury, New Zealand",2020,"during",169,46,41,30,7640,"229759 54735 405725 194681 179761 406442 117892 117867 123348 55576 194687 60724 117887 48325 67747 154107 124439 117938 355322 154184 182631 117942 69207 355335 355352 50252 69430 117865 117925 69211 182679 223123 409221 404678 49490 155094 410752 228666 403861 406188 175426 182455 222936 355346 465032 222930 232383 203800 55553 117943 355354 463344 117951"
"Ōtautahi/Christchurch, Canterbury, New Zealand",2020,"after",25,8,18,4,531,"227656 888434 402657 50252 175179 405265 175450 175426 404238 117887 117958 117925 222930 117865 69163 117915 117943 49490 463344 67747 182679"
"Ōtautahi/Christchurch, Canterbury, New Zealand",2021,"before",1,0,1,1,184,"175357"
"Ōtautahi/Christchurch, Canterbury, New Zealand",2021,"during",256,51,66,31,11455,"117942 69211 318589 67747 117971 117938 119888 69163 465032 405725 123348 117925 228666 405357 125754 355352 179761 229759 54757 55553 60724 222835 124439 55576 48325 154184 54294 117867 194681 155094 355354 49490 888434 446985 175972 406442 403848 405329 55554 69468 154107 54735 992273 532698 117865 50252 175426 355322 117951 355962 1040929 217270 512785 319389 355346 55247 117943 232383 888277 123678 1080564 406271 463344 217296 404238 405268 888439 502882 182455 175383 355337 222930 120448 403786 175179 175450 400959 175493 404527 229766 182558 122029 175440"
"Ōtautahi/Christchurch, Canterbury, New Zealand",2021,"after",6,1,5,1,203,"1080564 179761 60724 229759 179037"
"Ōtautahi/Christchurch, Canterbury, New Zealand",2022,"before",9,1,8,4,446,"182554 229759 406442 1135337 49490 179761 465032 55247 154184"
"Ōtautahi/Christchurch, Canterbury, New Zealand",2022,"during",136,21,56,28,9770,"123894 318589 48325 404680 55247 405357 319389 117942 55576 232383 60724 119888 54757 229759 124439 69211 69163 123348 50252 49490 117938 405329 182679 67747 54758 55553 182455 154107 992273 229961 355352 69207 117943 117892 222835 355346 125754 469290 117958 1075495 120448 117858 127119 512787 180444 175426 404153 404755 405268 404527 405262 404620 229442 512785 117865 888434 355337 402657 117887 405725 175179 404238 194681 222821 227386 355322 175581 888277 117867"
"Ōtautahi/Christchurch, Canterbury, New Zealand",2022,"after",1,0,1,1,204,"55553"
"Ottawa-Gatineau, Ontario-Quebec, Canada",2020,"before",11,6,8,4,406,"117877 124439 54734 344442 175433 49490 155093 127051 123176"
"Ottawa-Gatineau, Ontario-Quebec, Canada",2020,"during",75,21,24,26,2984,"117943 60724 54734 117877 344442 49490 117987 182613 125728 180500 463344 55576 203800 174748 122660 154107 632126 124439 49488 123230 182656 125754 54294 117971 532533 117887 174751 155094 117951 194686"
"Ottawa-Gatineau, Ontario-Quebec, Canada",2020,"after",3,1,3,2,863,"123230 49490 117971"
"Ottawa-Gatineau, Ontario-Quebec, Canada",2021,"before",13,2,10,7,1496,"125773 49490 463344 532755 117887 54735 182679 117919 54294 55576"
"Ottawa-Gatineau, Ontario-Quebec, Canada",2021,"during",100,29,37,29,5494,"119669 182670 182675 154184 125728 54734 69430 344442 117943 220115 180433 125754 60724 382056 49490 119778 54294 182467 117887 182657 117932 180500 182713 182554 151767 117877 203800 67747 54735 182613 69436 320843 182656 117987 127051 125773 123230 55576 155093 175944 532533 182631 182717"
"Ottawa-Gatineau, Ontario-Quebec, Canada",2021,"after",19,4,13,7,3413,"344442 69430 124439 151767 182656 222957 352486 125632 155497 463344 123230 182467 67343"
"Ottawa-Gatineau, Ontario-Quebec, Canada",2022,"before",48,7,27,16,1139,"54607 320843 119778 463837 174751 463344 55576 69430 54735 49490 60715 123894 203800 54294 60724 182675 117887 344442 155084 123176 155090 117877 49488 182439 117943 182670 180500 60711 179037 124439 462714 125632"
"Ottawa-Gatineau, Ontario-Quebec, Canada",2022,"during",118,18,43,29,5037,"222835 182670 55576 49490 125773 151767 228666 117877 117987 69430 60709 203800 155084 60718 60724 117950 50252 119669 344442 54734 124439 123894 180500 54294 123230 180441 125754 154184 154108 117887 174751 179037 119778 632126 117971 182631 320843 117943 182713 182613 125728 155094 180448 217132 155093 174748 182455 175433 532533 182656 532707 180433 54735 117422"
"Ottawa-Gatineau, Ontario-Quebec, Canada",2022,"after",5,2,5,4,1622,"119778 227386 121208 119669 50252"
"Overstrand, Western Cape, South Africa",2022,"during",63,13,17,30,19822,"67747 117867 1432880 60724 217093 49490 57807 502154 1020964 229759 182679 881397 1080564 174925 55576 118245 83475 355354 217100"
"Overstrand, Western Cape, South Africa",2022,"after",4,1,4,1,210,"117867 60724 55576 502154"
"Palouse Region, Washington and Idaho, USA",2022,"before",3,0,3,1,87,"123230 117858 182679"
"Palouse Region, Washington and Idaho, USA",2022,"during",23,4,11,7,1754,"123175 179037 54734 117899 54294 60724 54735 117858 49490 463984 117943 532707 463344 54613"
"Palouse Region, Washington and Idaho, USA",2022,"after",1,0,1,1,155,"69728"
"Pamplona-Iruña, Navarra, Spain",2021,"during",58,32,15,31,4258,"54734 318822 123175 229765 55576 69211 319357 404864 117887 632126 210315 69430 182721 117943 50252 124439 175433"
"Pamplona-Iruña, Navarra, Spain",2022,"during",52,29,18,23,4295,"123348 117943 123175 117867 69211 630829 229764 50252 54734 55576 117877 532466 117865 117951 175433 124439 125850 229765 318822 60718 54757"
"Paris, France",2022,"before",44,22,17,5,2683,"175440 117971 630835 117938 117943 154184 60724 119888 182439 632126 203800 123175 49490 117887 119666 345365 54734 117867 182631 55576 370776 117942"
"Paris, France",2022,"during",64,40,20,18,6683,"54623 55576 123175 54734 124439 60718 69211 117943 632126 50252 630835 117951 144276 155082 404864 341601 69468 228059 182631 175657 223123 54758 218522"
"Perú",2020,"during",1,0,1,1,1669,"174824"
"Philadelphia, Pennsylvania, USA",2019,"before",7,2,5,3,1285,"49490 117943 200925 50252 125773"
"Philadelphia, Pennsylvania, USA",2019,"during",78,19,23,40,13809,"200925 69430 182455 117943 117968 117951 117867 460246 49490 121176 54735 155091 119669 117422 54734 155090 119778 117963 182713 229702 182656 155084 228062 151767 175539 222950 55576"
"Philadelphia, Pennsylvania, USA",2019,"after",18,5,9,3,956,"200925 49490 182455 151767 117943 532146 69430 117867 463825"
"Philadelphia, Pennsylvania, USA",2020,"before",5,1,5,5,2355,"322661 117892 155091 69430 182613"
"Philadelphia, Pennsylvania, USA",2020,"during",232,70,41,65,24731,"49490 463344 117867 155094 117943 200925 69468 155090 69430 54735 151767 155091 182656 125773 69211 54734 463071 233685 117887 182476 155082 175944 148365 182631 205689 117892 227252 69436 182455 175896 217100 182679 182713 462724 121208 119669 182613 532533 182467 49488 117950 117951 155093 154184 322661 60709 175433 344442 182657 54352 320843 67747"
"Philadelphia, Pennsylvania, USA",2020,"after",16,4,10,13,3561,"117950 49488 117942 49490 117951 117867 125773 155091 117943 119669 54735 200925 71060"
"Philadelphia, Pennsylvania, USA",2021,"before",16,4,9,13,2933,"49490 182679 125754 117951 125773 54734 182631 117943 119669 182675 154184 460246 463344"
"Philadelphia, Pennsylvania, USA",2021,"during",142,25,32,58,19917,"122660 125773 117943 49490 463071 200925 119669 210576 320843 151767 182467 203713 117951 119778 220234 630834 117950 69430 155093 155091 117867 463344 67747 154184 54734 54607 155090 182679 465009 117887 460246 69468 69211 121176 179037 175944 148365 205689 1080564 117942 69436"
"Philadelphia, Pennsylvania, USA",2021,"after",13,2,7,5,3867,"54607 49490 117867 182476 117943 460246 121208 119669 155091"
"Philadelphia, Pennsylvania, USA",2022,"before",14,0,7,10,2809,"182567 229702 203684 49490 117887 182631 710073 117867"
"Philadelphia, Pennsylvania, USA",2022,"during",225,23,47,34,19179,"117867 49490 117951 463344 463071 155091 69437 69211 69430 60709 462724 229443 117943 125773 182713 222950 154184 532146 151767 155095 155497 182455 117938 117887 200925 1080564 54735 67747 155093 182631 217147 460246 320843 54734 50252 119669 180467 49488 217132 174748 148365 532533 182656 203713 55576 121208 229445 182476 155092 464002 182613 399803 117926 69468 182461 125754 69436 182675 123230"
"Philadelphia, Pennsylvania, USA",2022,"after",17,0,11,11,3316,"49490 182631 229445 117951 155091 67747 117950 155092 460246 463071 69436 117943 49488"
"Pioneer Valley, Massachusetts, USA",2020,"before",13,6,9,8,696,"117943 49490 59954 117987 125773 182656 460246 119669 813872 119778"
"Pioneer Valley, Massachusetts, USA",2020,"during",55,5,24,11,1260,"49490 125773 121212 175401 180467 151767 155093 320843 49488 117422 119669 194686 182670 117988 182657 67747 117919 117943 54734 117951 117987 123176 182467 228666 123230 155090 117874"
"Pioneer Valley, Massachusetts, USA",2020,"after",22,8,12,5,820,"59968 117422 117987 59954 125773 49490 119778 117943 67747 182439 155094 117951 182467 151767 148365"
"Pioneer Valley, Massachusetts, USA",2021,"before",13,7,10,6,584,"125773 630834 117987 182657 504611 182613 59954 151767 69430 463344"
"Pioneer Valley, Massachusetts, USA",2021,"during",8,3,4,6,1137,"117951 148365 59968 117422 54294 59954"
"Pioneer Valley, Massachusetts, USA",2021,"after",2,1,2,2,1253,"59954 200925"
"Pioneer Valley, Massachusetts, USA",2022,"before",8,4,7,7,681,"119778 463344 67747 59954 182467 232791 117422"
"Pioneer Valley, Massachusetts, USA",2022,"during",53,12,33,7,1962,"117943 60724 69211 125754 155091 182476 205689 67747 59954 117422 121212 49490 180467 122660 174748 155090 151767 117886 504611 60709 54734 54294 59968 54607 231137 69430 117987 532533 1080564 182554 182670 117887 117919 182613 119669 182657 117874 121208 50252 125773"
"Pioneer Valley, Massachusetts, USA",2022,"after",2,1,2,2,898,"59954 182439"
"Pittsburgh Region, Pennsylvania, USA",2018,"before",1,1,1,1,313,"117943"
"Pittsburgh Region, Pennsylvania, USA",2018,"during",97,48,47,28,4244,"182670 60709 227390 230281 59954 228248 69430 117943 117951 200925 182476 225038 125773 504616 463340 148365 217081 463354 463866 154128 229443 707326 462446 54294 707333 219208 463348 117987 532533 462819 344424 462305 462326 214357 463321 706693 54734 233690 182713 217132 182465 49490 117950 180467 532064 154184 155082 48325 67747 151767 462724 54735 69468 182679 125728"
"Pittsburgh Region, Pennsylvania, USA",2018,"after",4,2,3,2,900,"117943 69430 151767"
"Pittsburgh Region, Pennsylvania, USA",2019,"during",64,21,15,28,5275,"463071 117943 49490 460246 117951 67344 117867 200925 117887 182631 69430 182713 155091 182613 151767 155093 117950 175845 125754"
"Pittsburgh Region, Pennsylvania, USA",2019,"after",5,0,5,5,1035,"532146 69430 117951 125773 200925"
"Pittsburgh Region, Pennsylvania, USA",2020,"before",12,2,8,6,1080,"67747 174748 48325 117943 180482 194163 49490 463344 123230 344442"
"Pittsburgh Region, Pennsylvania, USA",2020,"during",94,39,22,42,8431,"117951 69430 49490 155093 155091 54735 50252 117943 200925 155090 117867 117887 69468 175893 220115 54734 67343 463344 125773 155094 154184 182467 182656 148365 125754 55576 69211 229702 182455 227661 151767 229443"
"Pittsburgh Region, Pennsylvania, USA",2020,"after",1,0,1,1,1323,"117943"
"Pittsburgh Region, Pennsylvania, USA",2021,"before",7,1,5,4,1892,"117887 504612 67747 49490 117943"
"Pittsburgh Region, Pennsylvania, USA",2021,"during",82,43,28,36,7145,"117943 151767 182713 117968 155091 182656 200925 69430 155090 54734 463344 227661 54735 148365 69437 125773 117951 49490 54757 117865 229443 182657 54294 67747 117942 69468 117919 182634 504608 117867 117971 60711 154184 155093 117938 182679"
"Pittsburgh Region, Pennsylvania, USA",2021,"after",10,4,9,6,1953,"49490 117919 182657 117943 182631 67747 813872 119778 182467 151767"
"Pittsburgh Region, Pennsylvania, USA",2022,"before",12,6,11,8,1078,"117887 504611 117943 180467 182670 54735 179037 55576 222950 229702 228062"
"Pittsburgh Region, Pennsylvania, USA",2022,"during",62,26,24,24,5895,"117951 49490 182713 229702 229443 155091 54294 117942 155093 175657 463071 117943 151767 182467 117867 463344 182656 60709 462785 117892 69430 229703 532533 154184 69468 182455 182631 69211 200925 203713 175529 175438"
"Pittsburgh Region, Pennsylvania, USA",2022,"after",2,0,2,2,1790,"155084 117867"
"Prague, Czech Republic",2018,"during",12,9,6,6,1625,"55576 203800 179037 117887 117950 215994 60724"
"Prague, Czech Republic",2019,"during",25,24,8,15,6983,"55576 632126 124439 203800 119888 54734 462951 60718"
"Prague, Czech Republic",2020,"before",1,1,1,1,361,"55576"
"Prague, Czech Republic",2020,"during",62,37,16,22,9887,"222823 54607 182455 117899 60724 49490 154184 119888 203800 55576 54734 54294 632126 117971 117860 124439 54758 117943 532175 117887"
"Prague, Czech Republic",2020,"after",2,0,2,1,655,"117887 55576"
"Prague, Czech Republic",2021,"before",3,1,2,3,269,"55576 49490"
"Prague, Czech Republic",2021,"during",92,47,25,25,11690,"55576 60724 117899 194681 54735 117887 182455 119888 49490 60709 411156 203800 154184 341601 123176 632126 463479 54758 124439 54734 370776 228059 154250 182631 155093 179037 175355 182461 117971 462563"
"Prague, Czech Republic",2021,"after",2,2,1,2,850,"632126"
"Prague, Czech Republic",2022,"before",2,0,2,1,446,"632126 203800"
"Prague, Czech Republic",2022,"during",96,66,29,29,12130,"233245 55576 232679 54607 155094 117887 123175 182455 119888 180448 60724 222823 125850 203800 154250 117971 344388 363567 228044 182465 124439 632126 54734 60718 228059 203807 532175 117899 182631 69211 155090 49490 175355 67747 69207"
"Providence, Rhode Island, USA",2022,"before",4,1,3,2,467,"148365 117943 117867"
"Providence, Rhode Island, USA",2022,"during",3,0,2,2,800,"60724 121176"
"Providence, Rhode Island, USA",2022,"after",3,1,2,2,589,"121176 117943"
"Quito, Pichincha, Ecuador",2019,"before",22,0,17,7,853,"175954 155495 491234 132205 175670 117867 49490 117962 50252 463096 462849 463092 117896 54294 118245 54735 55554"
"Quito, Pichincha, Ecuador",2019,"during",14,0,8,5,1391,"69211 117943 155090 69430 48325 55554 117896 124439 117951"
"Quito, Pichincha, Ecuador",2019,"after",1,0,1,1,321,"67747"
"Quito, Pichincha, Ecuador",2021,"before",2,0,2,2,490,"123230 117951"
"Quito, Pichincha, Ecuador",2021,"during",79,2,17,20,8048,"117867 67747 55554 117951 55553 117943 69468 175845 232361 117987 155495 48325 117980 175820 117887 154184 49490 54294 148365 60724"
"Quito, Pichincha, Ecuador",2022,"before",7,0,5,4,934,"117943 318589 491234 49490 117867"
"Quito, Pichincha, Ecuador",2022,"during",75,0,25,25,17087,"155094 117943 67747 491234 55554 49490 54294 318589 155495 117896 69436 462122 232361 117892 461903 57807 117853 48325 117886 122660 117867 60724 175055 182529 155091 117895 127051 117858 69728 463344"
"Richmond, Virginia, USA",2018,"before",1,0,1,1,164,"49490"
"Richmond, Virginia, USA",2018,"during",2,0,1,2,1203,"117943"
"Richmond, Virginia, USA",2018,"after",4,1,3,1,297,"155091 151767 117943"
"Richmond, Virginia, USA",2019,"before",1,0,1,1,183,"117943"
"Richmond, Virginia, USA",2019,"after",3,0,2,2,582,"49490 117951"
"Richmond, Virginia, USA",2020,"during",3,0,3,3,1551,"69211 67747 49490"
"Richmond, Virginia, USA",2020,"after",4,0,3,2,815,"203713 117951 117943 125773"
"Richmond, Virginia, USA",2021,"before",1,0,1,1,935,"460246"
