"City","Year","Period","n_obs","n_obs_RG","n_taxa","n_users","n_obs_all","taxa"
"Colorado Springs, Colorado, USA",2019,"after",0,NA,0,0,183,NA
"Colorado Springs, Colorado, USA",2020,"before",0,NA,0,0,36,NA
"Colorado Springs, Colorado, USA",2021,"before",0,NA,0,0,71,NA
"Copenhagen, Denmark",2020,"before",0,NA,0,0,64,NA
"Copenhagen, Denmark",2022,"before",0,NA,0,0,276,NA
"Corpus Christi, Texas, USA",2019,"before",0,NA,0,0,227,NA
"Corpus Christi, Texas, USA",2019,"during",0,NA,0,0,3053,NA
"Corpus Christi, Texas, USA",2019,"after",0,NA,0,0,282,NA
"Corpus Christi, Texas, USA",2021,"before",0,NA,0,0,830,NA
"Corpus Christi, Texas, USA",2021,"after",0,NA,0,0,624,NA
"Corpus Christi, Texas, USA",2022,"during",0,NA,0,0,1518,NA
"Corpus Christi, Texas, USA",2022,"after",0,NA,0,0,216,NA
"Cosalá, Sinaloa, México",2021,"before",0,NA,0,0,7,NA
"Cosalá, Sinaloa, México",2021,"during",0,NA,0,0,3749,NA
"Cosalá, Sinaloa, México",2021,"after",0,NA,0,0,10,NA
"Cosalá, Sinaloa, México",2022,"before",0,NA,0,0,24,NA
"Cosalá, Sinaloa, México",2022,"after",0,NA,0,0,9,NA
"Orange County, California, USA",2021,"after",0,NA,0,0,1958,NA
"Orange County, California, USA",2020,"before",0,NA,0,0,1133,NA
"Orange County, California, USA",2020,"after",0,NA,0,0,1401,NA
"Orange County, California, USA",2022,"during",0,NA,0,0,2163,NA
"Orange County, California, USA",2022,"after",0,NA,0,0,1376,NA
"Cuernavaca, Morelos, México",2019,"before",0,NA,0,0,52,NA
"Cuernavaca, Morelos, México",2019,"during",0,NA,0,0,910,NA
"Cuernavaca, Morelos, México",2019,"after",0,NA,0,0,18,NA
"Cuernavaca, Morelos, México",2022,"before",0,NA,0,0,179,NA
"Cuernavaca, Morelos, México",2022,"after",0,NA,0,0,76,NA
"Cuernavaca, Morelos, México",2021,"before",0,NA,0,0,121,NA
"Cuernavaca, Morelos, México",2021,"after",0,NA,0,0,85,NA
"Culiacán, Sinaloa, México",2022,"before",0,NA,0,0,151,NA
"Culiacán, Sinaloa, México",2022,"after",0,NA,0,0,151,NA
"Curitiba, Paraná, Brazil",2018,"before",0,NA,0,0,31,NA
"Curitiba, Paraná, Brazil",2018,"after",0,NA,0,0,158,NA
"Curitiba, Paraná, Brazil",2020,"before",0,NA,0,0,89,NA
"Curitiba, Paraná, Brazil",2020,"after",0,NA,0,0,140,NA
"Curitiba, Paraná, Brazil",2022,"before",0,NA,0,0,245,NA
"Curitiba, Paraná, Brazil",2019,"before",0,NA,0,0,107,NA
"Curitiba, Paraná, Brazil",2019,"during",0,NA,0,0,75,NA
"Curitiba, Paraná, Brazil",2019,"after",0,NA,0,0,27,NA
"Dallas-Fort Worth, Texas, USA",2018,"after",0,NA,0,0,2533,NA
"Davao City, Philippines",2020,"before",0,NA,0,0,23,NA
"Davao City, Philippines",2020,"after",0,NA,0,0,16,NA
"Davao City, Philippines",2021,"before",0,NA,0,0,3,NA
"Davao City, Philippines",2022,"before",0,NA,0,0,51,NA
"Davao City, Philippines",2022,"after",0,NA,0,0,12,NA
"Edinburgh, Scotland",2022,"after",0,NA,0,0,387,NA
"El Paso, Texas, USA",2018,"before",0,NA,0,0,340,NA
"El Paso, Texas, USA",2018,"during",0,NA,0,0,307,NA
"El Paso, Texas, USA",2018,"after",0,NA,0,0,24,NA
"El Paso, Texas, USA",2019,"before",0,NA,0,0,382,NA
"El Paso, Texas, USA",2019,"during",0,NA,0,0,1186,NA
"El Paso, Texas, USA",2019,"after",0,NA,0,0,35,NA
"El Paso, Texas, USA",2020,"before",0,NA,0,0,142,NA
"El Paso, Texas, USA",2020,"during",0,NA,0,0,1503,NA
"El Paso, Texas, USA",2020,"after",0,NA,0,0,136,NA
"El Paso, Texas, USA",2021,"after",0,NA,0,0,68,NA
"El Paso, Texas, USA",2022,"before",0,NA,0,0,494,NA
"El Paso, Texas, USA",2022,"during",0,NA,0,0,2748,NA
"El Paso, Texas, USA",2022,"after",0,NA,0,0,80,NA
"Ensenada, Baja California, México",2019,"before",0,NA,0,0,351,NA
"Ensenada, Baja California, México",2020,"after",0,NA,0,0,452,NA
"Erie, Pennsylvania, USA",2022,"before",0,NA,0,0,156,NA
"eThekwini, Kwa-Zulu Natal, South Africa",2020,"before",0,NA,0,0,186,NA
"eThekwini, Kwa-Zulu Natal, South Africa",2020,"after",0,NA,0,0,161,NA
"eThekwini, Kwa-Zulu Natal, South Africa",2021,"before",0,NA,0,0,104,NA
"eThekwini, Kwa-Zulu Natal, South Africa",2021,"after",0,NA,0,0,173,NA
"eThekwini, Kwa-Zulu Natal, South Africa",2022,"before",0,NA,0,0,260,NA
"eThekwini, Kwa-Zulu Natal, South Africa",2022,"after",0,NA,0,0,207,NA
"Eugene-Springfield, Oregon, USA",2020,"after",0,NA,0,0,356,NA
"Eugene-Springfield, Oregon, USA",2019,"before",0,NA,0,0,114,NA
"Eugene-Springfield, Oregon, USA",2019,"after",0,NA,0,0,123,NA
"Fairfield and Westchester County, Connecticut and New York, USA",2022,"after",0,NA,0,0,1158,NA
"Northern Colorado, Colorado, USA",2019,"before",0,NA,0,0,31,NA
"Northern Colorado, Colorado, USA",2019,"after",0,NA,0,0,63,NA
"Northern Colorado, Colorado, USA",2020,"before",0,NA,0,0,113,NA
"Fort Wayne, Indiana, USA",2021,"before",0,NA,0,0,240,NA
"Fort Wayne, Indiana, USA",2021,"after",0,NA,0,0,205,NA
"Fort Wayne, Indiana, USA",2020,"before",0,NA,0,0,146,NA
"Fort Wayne, Indiana, USA",2022,"before",0,NA,0,0,178,NA
"Fort Wayne, Indiana, USA",2022,"during",0,NA,0,0,1142,NA
"GAM, San José, Costa Rica",2022,"before",0,NA,0,0,171,NA
"GAM, San José, Costa Rica",2021,"before",0,NA,0,0,140,NA
"GAM, San José, Costa Rica",2021,"after",0,NA,0,0,195,NA
"GAM, San José, Costa Rica",2020,"before",0,NA,0,0,183,NA
"GAM, San José, Costa Rica",2020,"after",0,NA,0,0,216,NA
"Geelong, Victoria, Australia",2020,"before",0,NA,0,0,289,NA
"Glasgow, Scotland",2019,"before",0,NA,0,0,10,NA
"Glasgow, Scotland",2019,"during",0,NA,0,0,134,NA
"Glasgow, Scotland",2019,"after",0,NA,0,0,18,NA
"Glasgow, Scotland",2020,"before",0,NA,0,0,75,NA
"Glasgow, Scotland",2021,"after",0,NA,0,0,282,NA
"Glasgow, Scotland",2022,"before",0,NA,0,0,273,NA
"Glasgow, Scotland",2022,"after",0,NA,0,0,222,NA
"Graz, Styria, Austria",2020,"after",0,NA,0,0,387,NA
"Graz, Styria, Austria",2022,"before",0,NA,0,0,263,NA
"Burlington/Winooski, Vermont, USA",2022,"before",0,NA,0,0,336,NA
"Burlington/Winooski, Vermont, USA",2022,"after",0,NA,0,0,269,NA
"Cabarrus County, North Carolina, USA",2018,"before",0,NA,0,0,71,NA
"Cabarrus County, North Carolina, USA",2018,"after",0,NA,0,0,41,NA
"Guatemala, Guatemala",2022,"before",0,NA,0,0,80,NA
"Guimarães, Portugal",2020,"before",0,NA,0,0,8,NA
"Guimarães, Portugal",2020,"during",0,NA,0,0,4,NA
"Guimarães, Portugal",2020,"after",0,NA,0,0,18,NA
"Guimarães, Portugal",2021,"before",0,NA,0,0,15,NA
"Guimarães, Portugal",2021,"during",0,NA,0,0,29,NA
"Guimarães, Portugal",2021,"after",0,NA,0,0,50,NA
"Guimarães, Portugal",2022,"before",0,NA,0,0,21,NA
"Guimarães, Portugal",2022,"during",0,NA,0,0,48,NA
"Guimarães, Portugal",2022,"after",0,NA,0,0,43,NA
"Guimarães, Portugal",2018,"before",0,NA,0,0,1,NA
"Guimarães, Portugal",2018,"during",0,NA,0,0,0,NA
"Guimarães, Portugal",2018,"after",0,NA,0,0,0,NA
"Hamilton, Ontario, Canada",2022,"after",0,NA,0,0,544,NA
"Hollywood, Florida, USA",2022,"after",0,NA,0,0,261,NA
"Honduras",2020,"before",0,NA,0,0,244,NA
"Honduras",2020,"after",0,NA,0,0,352,NA
"Honduras",2021,"before",0,NA,0,0,562,NA
"Hong Kong",2018,"before",0,NA,0,0,1266,NA
"Hong Kong",2018,"after",0,NA,0,0,1504,NA
"Hong Kong",2019,"before",0,NA,0,0,948,NA
"Hong Kong",2020,"before",0,NA,0,0,1887,NA
"Hong Kong",2021,"after",0,NA,0,0,2318,NA
"Hong Kong",2022,"after",0,NA,0,0,2220,NA
"Oahu, Hawaii, USA",2020,"before",0,NA,0,0,84,NA
"Oahu, Hawaii, USA",2020,"after",0,NA,0,0,94,NA
"Oahu, Hawaii, USA",2021,"before",0,NA,0,0,466,NA
"Oahu, Hawaii, USA",2022,"before",0,NA,0,0,299,NA
"Oahu, Hawaii, USA",2022,"after",0,NA,0,0,607,NA
"Hsinchu, Taiwan",2020,"before",0,NA,0,0,356,NA
"Hsinchu, Taiwan",2020,"after",0,NA,0,0,765,NA
"Hsinchu, Taiwan",2021,"before",0,NA,0,0,482,NA
"Hsinchu, Taiwan",2021,"after",0,NA,0,0,592,NA
"Hsinchu, Taiwan",2022,"before",0,NA,0,0,336,NA
"Hsinchu, Taiwan",2022,"after",0,NA,0,0,197,NA
"Indianapolis, Indiana, USA",2018,"before",0,NA,0,0,88,NA
"Indianapolis, Indiana, USA",2019,"before",0,NA,0,0,290,NA
"Indianapolis, Indiana, USA",2020,"after",0,NA,0,0,591,NA
"Kansas City, Missouri, USA",2020,"before",0,NA,0,0,288,NA
"Kansas City, Missouri, USA",2021,"before",0,NA,0,0,372,NA
"Kansas City, Missouri, USA",2021,"after",0,NA,0,0,421,NA
"Kansas City, Missouri, USA",2022,"before",0,NA,0,0,545,NA
"Kansas City, Missouri, USA",2022,"during",0,NA,0,0,1943,NA
"Kansas City, Missouri, USA",2022,"after",0,NA,0,0,485,NA
"Kaohsiung, Taiwan",2020,"before",0,NA,0,0,253,NA
"Kaohsiung, Taiwan",2020,"during",0,NA,0,0,1051,NA
"Kaohsiung, Taiwan",2020,"after",0,NA,0,0,236,NA
"Kaohsiung, Taiwan",2021,"before",0,NA,0,0,317,NA
"Kaohsiung, Taiwan",2021,"during",0,NA,0,0,799,NA
"Kaohsiung, Taiwan",2021,"after",0,NA,0,0,145,NA
"Kaohsiung, Taiwan",2022,"before",0,NA,0,0,469,NA
"Kaohsiung, Taiwan",2022,"during",0,NA,0,0,2579,NA
"Kaohsiung, Taiwan",2022,"after",0,NA,0,0,439,NA
"Kiel, Schleswig-Holstein, Germany",2021,"before",0,NA,0,0,143,NA
"Kiel, Schleswig-Holstein, Germany",2021,"after",0,NA,0,0,190,NA
"Kiel, Schleswig-Holstein, Germany",2022,"after",0,NA,0,0,360,NA
"Klang Valley (Kuala Lumpur), Malaysia",2018,"before",0,NA,0,0,46,NA
"Klang Valley (Kuala Lumpur), Malaysia",2018,"after",0,NA,0,0,13,NA
"Klang Valley (Kuala Lumpur), Malaysia",2019,"before",0,NA,0,0,73,NA
"Klang Valley (Kuala Lumpur), Malaysia",2019,"after",0,NA,0,0,48,NA
"Klang Valley (Kuala Lumpur), Malaysia",2021,"before",0,NA,0,0,578,NA
"Klang Valley (Kuala Lumpur), Malaysia",2021,"after",0,NA,0,0,334,NA
"Klang Valley (Kuala Lumpur), Malaysia",2022,"before",0,NA,0,0,271,NA
"Klang Valley (Kuala Lumpur), Malaysia",2022,"after",0,NA,0,0,173,NA
"Elota, Sinaloa, México",2022,"before",0,NA,0,0,100,NA
"Elota, Sinaloa, México",2022,"after",0,NA,0,0,55,NA
"La Paz, Bolivia",2020,"before",0,NA,0,0,16,NA
"La Paz, Bolivia",2020,"after",0,NA,0,0,36,NA
"La Paz, Bolivia",2021,"before",0,NA,0,0,23,NA
"La Paz, Bolivia",2021,"after",0,NA,0,0,81,NA
"Lexington, Kentucky, USA",2022,"before",0,NA,0,0,244,NA
"Lexington, Kentucky, USA",2022,"after",0,NA,0,0,157,NA
"Lexington, Kentucky, USA",2021,"before",0,NA,0,0,284,NA
"Lexington, Kentucky, USA",2021,"after",0,NA,0,0,89,NA
"Lima, Perú",2019,"before",0,NA,0,0,65,NA
"Lima, Perú",2019,"after",0,NA,0,0,38,NA
"Lima, Perú",2021,"before",0,NA,0,0,534,NA
"Lima, Perú",2021,"after",0,NA,0,0,155,NA
"London, UK",2022,"after",0,NA,0,0,1442,NA
"London, UK",2018,"after",0,NA,0,0,377,NA
"London, UK",2020,"before",0,NA,0,0,718,NA
"London, UK",2019,"after",0,NA,0,0,674,NA
"Lower Rio Grande Valley, Texas, USA",2018,"before",0,NA,0,0,642,NA
"Lower Rio Grande Valley, Texas, USA",2018,"after",0,NA,0,0,406,NA
"Lower Rio Grande Valley, Texas, USA",2019,"before",0,NA,0,0,744,NA
"Lower Rio Grande Valley, Texas, USA",2019,"after",0,NA,0,0,238,NA
"Lower Rio Grande Valley, Texas, USA",2020,"before",0,NA,0,0,511,NA
"Lower Rio Grande Valley, Texas, USA",2021,"before",0,NA,0,0,701,NA
"Lower Rio Grande Valley, Texas, USA",2021,"after",0,NA,0,0,442,NA
"Lower Rio Grande Valley, Texas, USA",2022,"after",0,NA,0,0,461,NA
"Luxembourg, Luxembourg",2019,"before",0,NA,0,0,23,NA
"Luxembourg, Luxembourg",2019,"after",0,NA,0,0,20,NA
"Luxembourg, Luxembourg",2021,"after",0,NA,0,0,802,NA
"Madrid, Spain",2018,"before",0,NA,0,0,16,NA
"Madrid, Spain",2018,"during",0,NA,0,0,694,NA
"Madrid, Spain",2018,"after",0,NA,0,0,19,NA
"Madrid, Spain",2019,"before",0,NA,0,0,231,NA
"Madrid, Spain",2019,"after",0,NA,0,0,42,NA
"Madrid, Spain",2020,"before",0,NA,0,0,8,NA
"Madrid, Spain",2020,"during",0,NA,0,0,61,NA
"Madrid, Spain",2022,"before",0,NA,0,0,75,NA
"Madrid, Spain",2022,"during",0,NA,0,0,213,NA
"Madrid, Spain",2022,"after",0,NA,0,0,171,NA
"Managua, Nicaragua",2020,"before",0,NA,0,0,7,NA
"Managua, Nicaragua",2020,"during",0,NA,0,0,903,NA
"Managua, Nicaragua",2020,"after",0,NA,0,0,8,NA
"Nicaragua",2021,"before",0,NA,0,0,113,NA
"Nicaragua",2021,"during",0,NA,0,0,2813,NA
"Nicaragua",2021,"after",0,NA,0,0,220,NA
"Greater Manchester, UK",2019,"before",0,NA,0,0,48,NA
"Greater Manchester, UK",2019,"after",0,NA,0,0,182,NA
"Greater Manchester, UK",2020,"after",0,NA,0,0,397,NA
"Greater Manchester, UK",2021,"before",0,NA,0,0,251,NA
"Greater Manchester, UK",2021,"after",0,NA,0,0,163,NA
"Greater Manchester, UK",2022,"after",0,NA,0,0,419,NA
"Mazatlán, Sinaloa, México",2019,"before",0,NA,0,0,227,NA
"Mazatlán, Sinaloa, México",2019,"after",0,NA,0,0,285,NA
"Mazatlán, Sinaloa, México",2021,"before",0,NA,0,0,113,NA
"Mazatlán, Sinaloa, México",2021,"after",0,NA,0,0,75,NA
"Mazatlán, Sinaloa, México",2022,"before",0,NA,0,0,169,NA
"Mazatlán, Sinaloa, México",2022,"after",0,NA,0,0,244,NA
"Medellín, Colombia",2019,"before",0,NA,0,0,355,NA
"Medellín, Colombia",2019,"after",0,NA,0,0,152,NA
"Melbourne, Victoria, Australia",2021,"before",0,NA,0,0,335,NA
"Melbourne, Victoria, Australia",2021,"after",0,NA,0,0,225,NA
"Memphis, Tennessee, Mississippi, Arkansas, USA",2022,"after",0,NA,0,0,395,NA
"Mendocino County, California, USA",2020,"after",0,NA,0,0,387,NA
"Mendocino County, California, USA",2021,"after",0,NA,0,0,465,NA
"Valle de Aburrá, Antioquia, Colombia",2021,"before",0,NA,0,0,141,NA
"Valle de Aburrá, Antioquia, Colombia",2021,"after",0,NA,0,0,145,NA
"Valle de Aburrá, Antioquia, Colombia",2022,"after",0,NA,0,0,827,NA
"Miami, Florida, USA",2019,"before",0,NA,0,0,655,NA
"Miami, Florida, USA",2018,"before",0,NA,0,0,330,NA
"Miami, Florida, USA",2018,"after",0,NA,0,0,185,NA
"Milazzo, Messina, Italy",2021,"before",0,NA,0,0,11,NA
"Milazzo, Messina, Italy",2021,"after",0,NA,0,0,0,NA
"Milazzo, Messina, Italy",2022,"before",0,NA,0,0,8,NA
"Milazzo, Messina, Italy",2022,"after",0,NA,0,0,27,NA
"Minneapolis-St. Paul, Minnesota, USA",2018,"before",0,NA,0,0,76,NA
"Minneapolis-St. Paul, Minnesota, USA",2018,"after",0,NA,0,0,640,NA
"Minneapolis-St. Paul, Minnesota, USA",2021,"after",0,NA,0,0,2985,NA
"Monterrey, México",2018,"after",0,NA,0,0,487,NA
"Monterrey, México",2019,"after",0,NA,0,0,414,NA
"Monterrey, México",2020,"before",0,NA,0,0,376,NA
"Monterrey, México",2020,"after",0,NA,0,0,411,NA
"Monterrey, México",2022,"before",0,NA,0,0,620,NA
"Monterrey, México",2021,"after",0,NA,0,0,347,NA
"Montréal, Québec, Canada",2020,"after",0,NA,0,0,671,NA
"Montréal, Québec, Canada",2021,"after",0,NA,0,0,1521,NA
"Montréal, Québec, Canada",2022,"after",0,NA,0,0,1392,NA
"Nashville, Tennessee, USA",2018,"after",0,NA,0,0,437,NA
"Nashville, Tennessee, USA",2021,"after",0,NA,0,0,776,NA
"New Orleans, Louisiana, USA",2019,"before",0,NA,0,0,631,NA
"New Orleans, Louisiana, USA",2019,"after",0,NA,0,0,279,NA
"New Orleans, Louisiana, USA",2020,"after",0,NA,0,0,353,NA
"North East England, UK",2019,"before",0,NA,0,0,29,NA
"North East England, UK",2019,"after",0,NA,0,0,225,NA
"North East England, UK",2020,"before",0,NA,0,0,417,NA
"North East England, UK",2020,"after",0,NA,0,0,359,NA
"North East England, UK",2021,"before",0,NA,0,0,320,NA
"North Taiwan, Taiwan",2020,"after",0,NA,0,0,2728,NA
"North Taiwan, Taiwan",2021,"before",0,NA,0,0,3485,NA
"North Taiwan, Taiwan",2021,"after",0,NA,0,0,1369,NA
"Northeast Tennessee, Tennessee, USA",2020,"before",0,NA,0,0,50,NA
"Northeast Tennessee, Tennessee, USA",2020,"after",0,NA,0,0,105,NA
"Nottingham, Nottinghamshire, UK",2020,"before",0,NA,0,0,49,NA
"Nottingham, Nottinghamshire, UK",2020,"after",0,NA,0,0,86,NA
"Nottingham, Nottinghamshire, UK",2021,"before",0,NA,0,0,62,NA
"Nottingham, Nottinghamshire, UK",2021,"after",0,NA,0,0,31,NA
"Nottingham, Nottinghamshire, UK",2022,"before",0,NA,0,0,66,NA
"Nottingham, Nottinghamshire, UK",2022,"after",0,NA,0,0,160,NA
"Omaha Metro Area, Nebraska, USA",2018,"before",0,NA,0,0,4,NA
"Omaha Metro Area, Nebraska, USA",2018,"after",0,NA,0,0,64,NA
"Omaha Metro Area, Nebraska, USA",2019,"before",0,NA,0,0,37,NA
"Omaha Metro Area, Nebraska, USA",2019,"after",0,NA,0,0,69,NA
"Omaha Metro Area, Nebraska, USA",2020,"before",0,NA,0,0,56,NA
"Omaha Metro Area, Nebraska, USA",2021,"before",0,NA,0,0,79,NA
"Omaha Metro Area, Nebraska, USA",2022,"before",0,NA,0,0,49,NA
"Omaha Metro Area, Nebraska, USA",2022,"after",0,NA,0,0,196,NA
"Overstrand, Western Cape, South Africa",2022,"before",0,NA,0,0,123,NA
"Pamplona-Iruña, Navarra, Spain",2021,"before",0,NA,0,0,16,NA
"Pamplona-Iruña, Navarra, Spain",2021,"after",0,NA,0,0,113,NA
"Pamplona-Iruña, Navarra, Spain",2022,"before",0,NA,0,0,104,NA
"Pamplona-Iruña, Navarra, Spain",2022,"after",0,NA,0,0,332,NA
"Paris, France",2022,"after",0,NA,0,0,1374,NA
"Perú",2020,"before",0,NA,0,0,87,NA
"Perú",2020,"after",0,NA,0,0,195,NA
"Greater Phoenix Area, Arizona, USA",2021,"before",0,NA,0,0,972,NA
"Greater Phoenix Area, Arizona, USA",2022,"before",0,NA,0,0,1346,NA
"Pittsburgh Region, Pennsylvania, USA",2019,"before",0,NA,0,0,597,NA
"Prague, Czech Republic",2018,"before",0,NA,0,0,17,NA
"Prague, Czech Republic",2018,"after",0,NA,0,0,106,NA
"Prague, Czech Republic",2019,"before",0,NA,0,0,155,NA
"Prague, Czech Republic",2019,"after",0,NA,0,0,282,NA
"Prague, Czech Republic",2022,"after",0,NA,0,0,550,NA
"Quito, Pichincha, Ecuador",2021,"after",0,NA,0,0,606,NA
"Quito, Pichincha, Ecuador",2022,"after",0,NA,0,0,1225,NA
"Richmond, Virginia, USA",2019,"during",0,NA,0,0,448,NA
"Richmond, Virginia, USA",2020,"before",0,NA,0,0,529,NA
"Richmond, Virginia, USA",2021,"after",0,NA,0,0,845,NA
"Richmond, Virginia, USA",2022,"before",0,NA,0,0,1254,NA
"Rock River Valley (Rockford), Illinois, USA",2020,"after",0,NA,0,0,611,NA
"São Paulo, Brazil",2018,"before",0,NA,0,0,48,NA
"São Paulo, Brazil",2019,"before",0,NA,0,0,108,NA
"São Paulo, Brazil",2019,"during",0,NA,0,0,390,NA
"São Paulo, Brazil",2019,"after",0,NA,0,0,34,NA
"São Paulo, Brazil",2020,"before",0,NA,0,0,58,NA
"São Paulo, Brazil",2020,"during",0,NA,0,0,211,NA
"São Paulo, Brazil",2020,"after",0,NA,0,0,74,NA
"São Paulo, Brazil",2021,"before",0,NA,0,0,382,NA
"São Paulo, Brazil",2021,"after",0,NA,0,0,422,NA
"São Paulo, Brazil",2022,"before",0,NA,0,0,365,NA
"Salzburg, Austria",2022,"before",0,NA,0,0,62,NA
"Salzburg, Austria",2022,"during",0,NA,0,0,156,NA
"Salzburg, Austria",2022,"after",0,NA,0,0,143,NA
"San Antonio, Texas, USA",2018,"before",0,NA,0,0,658,NA
"San Antonio, Texas, USA",2018,"after",0,NA,0,0,427,NA
"Santa Cruz de la Sierra, Santa Cruz, Bolivia",2020,"before",0,NA,0,0,36,NA
"Santa Cruz de la Sierra, Santa Cruz, Bolivia",2020,"after",0,NA,0,0,33,NA
"Santiago, Chile",2019,"before",0,NA,0,0,63,NA
"Santiago, Chile",2019,"after",0,NA,0,0,60,NA
"Sarasota & Manatee County, Florida, USA",2021,"before",0,NA,0,0,778,NA
"Sarasota & Manatee County, Florida, USA",2021,"after",0,NA,0,0,583,NA
"Saskatoon, Saskatchewan, Canada",2022,"before",0,NA,0,0,44,NA
"Saskatoon, Saskatchewan, Canada",2022,"after",0,NA,0,0,163,NA
"Savannah, Georgia, USA",2020,"before",0,NA,0,0,85,NA
"Savannah, Georgia, USA",2020,"after",0,NA,0,0,150,NA
"Miami, Florida, USA",2020,"before",0,NA,0,0,1629,NA
"Miami, Florida, USA",2022,"after",0,NA,0,0,1819,NA
"St. Augustine, Florida, USA",2021,"before",0,NA,0,0,186,NA
"St. Augustine, Florida, USA",2022,"before",0,NA,0,0,282,NA
"St. Augustine, Florida, USA",2022,"after",0,NA,0,0,186,NA
"St. Louis, Missouri, USA",2018,"after",0,NA,0,0,669,NA
"St. Louis, Missouri, USA",2019,"before",0,NA,0,0,569,NA
"St. Louis, Missouri, USA",2022,"after",0,NA,0,0,2561,NA
